Date,Municipality,Region,City,Deaths,Seriously injured,Slightly injured,Speed,Escapists,Climate,Subtype,Subzone,Wind,Moment,Type
15/05/2017,VENDRELL; EL,Baix Penedes,Tarragona,0,1,4,40,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Afternoon,Collision against an object in the roadway
05/09/2017,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,80,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
17/04/2017,MATARO,Maresme,Barcelona,0,2,0,NA,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
31/03/2017,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,1,100,No,Good weather,Lateral collision/friction,Road,Light wind,Afternoon,Moving vehicles collision
28/08/2017,AMETLLA DE MAR; L',Baix Ebre,Tarragona,0,1,0,40,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
01/06/2017,PALAMOS,Baix Emporda,Girona,1,0,0,80,No,Good weather,Other,Road,Light wind,Morning,Other
08/11/2017,GUARDIOLA DE BERGUEDA,Bergueda,Barcelona,0,1,0,999,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
12/04/2017,VILADASENS,Girones,Girona,0,1,0,40,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
02/04/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
05/10/2017,TERRASSA,Valles Occidental,Barcelona,0,1,1,100,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
13/02/2017,RUBI,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Morning,Collision against an object in the roadway
18/02/2017,TONA,Osona,Barcelona,0,1,0,999,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
16/03/2017,MATARO,Maresme,Barcelona,0,1,0,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
10/09/2017,SANT BOI DE LLOBREGAT,Baix Llobregat,Barcelona,1,1,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Night,Collision against an object in the roadway
05/05/2017,TOSSA DE MAR,Selva,Girona,0,1,0,100,No,Good weather,Fall on the road,Road,Light wind,Morning,Overturn in roadway
12/05/2017,RUBI,Valles Occidental,Barcelona,0,1,0,40,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
15/01/2017,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,1,NA,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
23/04/2017,CASTELLDEFELS,Baix Llobregat,Barcelona,1,0,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Afternoon,Collision against an object in the roadway
27/05/2017,VALLBONA D'ANOIA,Anoia,Barcelona,0,1,0,80,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
17/10/2017,CASTELLOLI,Anoia,Barcelona,1,0,0,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
25/09/2017,LLEIDA,Segria,Lleida,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
11/09/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
11/09/2017,GER,Cerdanya,Girona,0,1,0,100,No,Good weather,Fall on the road,Road,Light wind,Afternoon,Overturn in roadway
19/04/2017,BEGUES,Baix Llobregat,Barcelona,1,0,0,30,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
26/09/2017,GRANOLLERS,Valles Oriental,Barcelona,0,1,0,40,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
06/04/2017,GIRONA,Girones,Girona,0,1,1,100,No,Good weather,Fall on the road,Urban zone,Strong wind,Afternoon,Overturn in roadway
02/04/2017,JONQUERA; LA,Alt Emporda,Girona,0,1,3,50,No,Good weather,Lateral collision/friction,Crossing,Light wind,Morning,Moving vehicles collision
17/10/2017,VIC,Osona,Barcelona,0,1,0,100,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Morning,Moving vehicles collision
19/04/2017,PALMA DE CERVELLO; LA,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
12/10/2017,GRANADELLA; LA,Garrigues,Lleida,0,1,0,999,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
25/04/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
03/04/2017,LLEIDA,Segria,Lleida,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
31/12/2017,RUBI,Valles Occidental,Barcelona,0,1,0,50,No,Good weather,Other roadway exits,Road,Light wind,Night,Unspecified roadway exit
31/08/2017,TERRASSA,Valles Occidental,Barcelona,0,1,0,40,No,Good weather,Fall on the road,Road,Light wind,Morning,Overturn in roadway
23/08/2017,BADIA DEL VALLES,Valles Occidental,Barcelona,0,1,1,120,No,Good weather,Fall on the road,Road,Light wind,Afternoon,Overturn in roadway
12/05/2017,SANT JOAN DESPI,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
23/03/2017,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,NA,No,Good weather,Fall on the road,Urban zone,Light wind,Afternoon,Overturn in roadway
04/03/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Light rain,Onslaught (front-side),Urban zone,Light wind,Night,Moving vehicles collision
19/09/2017,VILAFRANCA DEL PENEDES,Alt Penedes,Barcelona,0,1,0,NA,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Morning,Moving vehicles collision
24/02/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Light rain,Fall on the road,Urban zone,Light wind,Afternoon,Overturn in roadway
13/01/2017,SANT CUGAT DEL VALLES,Valles Occidental,Barcelona,0,1,0,NA,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
18/06/2017,AMETLLA DEL VALLES;,Valles Oriental,Barcelona,0,1,0,100,No,Good weather,Frontal collision,Crossing,Light wind,Morning,Moving vehicles collision
02/05/2017,BARCELONA,Barcelones,Barcelona,0,1,1,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
20/05/2017,CASTELLO D'EMPURIES,Alt Emporda,Girona,0,1,0,100,No,Good weather,Other roadway exits,Urban zone,Light wind,Night,Unspecified roadway exit
19/08/2017,AMPOSTA,Montsia,Tarragona,1,0,2,100,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
17/07/2017,AIGUAVIVA,Girones,Girona,1,0,0,100,No,Good weather,Fall on the road,Road,Light wind,Night,Overturn in roadway
08/06/2017,IVARS D'URGELL,Pla d'Urgell,Lleida,0,1,0,40,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
11/01/2017,CERDANYOLA DEL VALLES,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Road,Light wind,Afternoon,Moving vehicles collision
07/08/2017,REUS,Baix Camp,Tarragona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
28/10/2017,CASTELLO D'EMPURIES,Alt Emporda,Girona,0,1,0,100,No,Good weather,Other,Urban zone,Light wind,Afternoon,Other
20/08/2017,SANT ADRIA DE BESOS,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
12/05/2017,MATARO,Maresme,Barcelona,1,1,1,NA,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
17/05/2017,SANT CUGAT DEL VALLES,Valles Occidental,Barcelona,1,0,0,100,No,Good weather,Lateral collision/friction,Road,Light wind,Night,Moving vehicles collision
13/11/2017,TARRAGONA,Tarragones,Tarragona,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
13/02/2017,ROSES,Alt Emporda,Girona,0,1,1,40,No,Heavy rain,Onslaught (front-side),Urban zone,Moderate wind,Afternoon,Moving vehicles collision
04/02/2017,SANT QUIRZE DEL VALLES,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
30/10/2017,RASQUERA,Ribera d'Ebre,Tarragona,0,1,0,100,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
20/10/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
24/05/2017,VILANOVA I LA GELTRU,Garraf,Barcelona,0,1,1,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
28/06/2017,CASTELLET I LA GORNA,Alt Penedes,Barcelona,0,1,0,40,No,Light rain,Onslaught (front-side),Urban zone,Moderate wind,Afternoon,Moving vehicles collision
25/06/2017,BELANYA,Osona,Barcelona,0,1,1,100,No,Good weather,Other roadway exits,Road,Light wind,Afternoon,Unspecified roadway exit
15/07/2017,PRESES; LES,Garrotxa,Girona,0,1,1,50,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
30/01/2017,PALAU DE PLEGAMANS,Valles Occidental,Barcelona,0,2,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
08/08/2017,SANT CARLES DE LA RAPITA,Montsia,Tarragona,0,1,0,40,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
27/09/2017,RUPIA,Baix Emporda,Girona,0,1,0,100,Yes,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
20/11/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
13/08/2017,ALGUAIRE,Segria,Lleida,0,1,0,999,No,Good weather,Other,Road,Light wind,Morning,Other
10/08/2017,FULIOLA; LA,Urgell,Lleida,0,1,0,100,No,Good weather,Run over,Crossing,Light wind,Afternoon,Run over
23/11/2017,GIRONA,Girones,Girona,0,1,1,100,No,Good weather,Frontal collision,Urban zone,Light wind,Afternoon,Moving vehicles collision
15/03/2017,SANT ESTEVE SESROVIRES,Baix Llobregat,Barcelona,0,2,1,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
11/11/2017,BALSARENY,Bages,Barcelona,0,1,1,100,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
07/06/2017,SANT JUST DESVERN,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,Fall on the road,Road,Light wind,Morning,Overturn in roadway
11/01/2017,CALONGE,Baix Emporda,Girona,0,1,0,50,No,Good weather,Run over,Crossing,Light wind,Morning,Run over
13/06/2017,ESPLUGUES DE LLOBREGAT,Baix Llobregat,Barcelona,0,1,0,NA,No,Good weather,Road exit with crash/collision,Urban zone,Light wind,Night,Unspecified roadway exit
17/07/2017,JUNEDA,Garrigues,Lleida,2,1,1,80,No,Good weather,Frontal collision,Road,Light wind,Morning,Moving vehicles collision
03/10/2017,GRANOLLERS,Valles Oriental,Barcelona,0,1,0,100,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
01/09/2017,SANT QUIRZE DEL VALLES,Valles Occidental,Barcelona,0,1,0,NA,Yes,Good weather,Fall on the road,Urban zone,Light wind,Night,Overturn in roadway
17/06/2017,BARCELONA,Barcelones,Barcelona,0,1,2,100,No,Good weather,Lateral collision/friction,Road,Light wind,Afternoon,Moving vehicles collision
10/04/2017,GARRIGA; LA,Valles Oriental,Barcelona,0,1,1,30,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Morning,Collision against an object in the roadway
30/09/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
25/09/2017,VERDU,Urgell,Lleida,0,1,1,999,No,Good weather,Frontal collision,Urban zone,Light wind,Afternoon,Moving vehicles collision
23/11/2017,TERRASSA,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
18/11/2017,BORREDA,Bergueda,Barcelona,0,1,0,999,No,Good weather,Other,Road,Light wind,Morning,Other
19/05/2017,VALL D'EN BAS; LA,Garrotxa,Girona,0,1,1,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
08/08/2017,TERRASSA,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Fall on the road,Crossing,Light wind,Morning,Overturn in roadway
29/06/2017,CASTELLBISBAL,Valles Occidental,Barcelona,0,1,0,50,No,Good weather,Fall on the road,Road,Light wind,Morning,Overturn in roadway
10/10/2017,ALCARRAS,Segria,Lleida,0,1,0,100,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
28/02/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
14/05/2017,BERGA,Bergueda,Barcelona,0,1,0,999,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
20/09/2017,SANTA PERPETUA DE MO,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,On vacation,Urban zone,Light wind,Afternoon,Moving vehicles collision
24/10/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
15/03/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
05/02/2017,SANT PERE DE RIBES,Garraf,Barcelona,0,1,1,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Afternoon,Collision against an object in the roadway
26/11/2017,BENIFALLET,Baix Ebre,Tarragona,3,1,0,100,No,Good weather,Frontal collision,Road,Light wind,Night,Moving vehicles collision
19/10/2017,GARRIGA; LA,Valles Oriental,Barcelona,0,1,1,40,Unspecified,Good weather,Run over,Crossing,Light wind,Morning,Run over
13/12/2017,SANT CUGAT DEL VALLES,Valles Occidental,Barcelona,1,0,0,100,No,Good weather,On vacation,Road,Light wind,Afternoon,Moving vehicles collision
22/11/2017,BARCELONA,Barcelones,Barcelona,0,1,0,30,No,Good weather,Run over,Urban zone,Light wind,Afternoon,Run over
08/04/2017,CANOVES I SAMALUS,Valles Oriental,Barcelona,0,1,0,50,No,Good weather,Fall on the road,Road,Light wind,Afternoon,Overturn in roadway
09/06/2017,GIRONA,Girones,Girona,0,1,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Morning,Collision against an object in the roadway
06/10/2017,MOLINS DE REI,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
22/02/2017,BARBERA DEL VALLES,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Other,Road,Light wind,Afternoon,Other
05/12/2017,PALLEJA,Baix Llobregat,Barcelona,0,1,0,30,No,Good weather,Other roadway exits,Urban zone,Light wind,Afternoon,Unspecified roadway exit
24/05/2017,OLOT,Garrotxa,Girona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
17/11/2017,IGUALADA,Anoia,Barcelona,0,1,0,50,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Afternoon,Moving vehicles collision
31/07/2017,SANT JOAN DESPI,Baix Llobregat,Barcelona,0,1,0,100,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
25/01/2017,FIGUERES,Alt Emporda,Girona,0,1,0,100,No,Good weather,On vacation,Urban zone,Light wind,Afternoon,Moving vehicles collision
17/07/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
22/06/2017,GIRONA,Girones,Girona,0,1,0,30,No,Good weather,Frontal collision,Urban zone,Light wind,Afternoon,Moving vehicles collision
19/11/2017,CASTELLET I LA GORNA,Alt Penedes,Barcelona,1,0,1,80,No,Good weather,Run over,Road,Light wind,Afternoon,Run over
24/11/2017,SANT CARLES DE LA RAPITA,Montsia,Tarragona,0,1,0,40,No,Good weather,On vacation,Road,Light wind,Afternoon,Moving vehicles collision
04/10/2017,PRESES; LES,Garrotxa,Girona,0,1,1,50,No,Good weather,Frontal collision,Crossing,Light wind,Night,Moving vehicles collision
28/01/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
22/11/2017,GIRONA,Girones,Girona,0,1,1,40,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
08/04/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Morning,Collision against an object in the roadway
14/02/2017,TORDERA,Maresme,Barcelona,0,1,0,100,Yes,Light rain,Onslaught (front-side),Urban zone,Light wind,Night,Moving vehicles collision
28/06/2017,TORREFETA I FLOREJACS,Segarra,Lleida,1,0,0,100,No,Good weather,On vacation,Road,Light wind,Morning,Moving vehicles collision
06/07/2017,ROSES,Alt Emporda,Girona,0,1,0,40,No,Good weather,Lateral collision/friction,Urban zone,Light wind,Morning,Moving vehicles collision
09/12/2017,FONTANALS DE CERDANYA,Cerdanya,Girona,0,3,4,100,No,Good weather,Frontal collision,Road,Light wind,Afternoon,Moving vehicles collision
09/10/2017,OLOT,Garrotxa,Girona,0,1,0,100,No,Good weather,Fall on the road,Crossing,Light wind,Afternoon,Overturn in roadway
06/01/2017,TORROELLA DE MONTGRI,Baix Emporda,Girona,0,1,0,NA,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Morning,Collision against an object in the roadway
04/08/2017,SALOU,Tarragones,Tarragona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
26/01/2017,MOLLERUSSA,Pla d'Urgell,Lleida,0,1,0,30,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
05/09/2017,LLEIDA,Segria,Lleida,0,1,0,999,No,Good weather,Lateral collision/friction,Road,Light wind,Morning,Moving vehicles collision
15/04/2017,VILADECANS,Baix Llobregat,Barcelona,0,2,0,100,No,Good weather,Other roadway exits,Road,Light wind,Night,Unspecified roadway exit
15/12/2017,CLARIANA DE CARDENER,Solsones,Lleida,0,1,0,999,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
23/03/2017,VILAFRANCA DEL PENEDES,Alt Penedes,Barcelona,0,1,0,NA,No,Good weather,Run over,Urban zone,Light wind,Morning,Run over
17/03/2017,TARRAGONA,Tarragones,Tarragona,0,1,1,NA,No,Good weather,Run over,Urban zone,Light wind,Night,Run over
10/04/2017,AITONA,Segria,Lleida,0,1,0,100,No,Good weather,Onslaught (front-side),Road,Light wind,Morning,Moving vehicles collision
06/05/2017,REUS,Baix Camp,Tarragona,0,1,1,100,No,Good weather,Collision against an object/obstacle without prior exit from the road,Urban zone,Light wind,Afternoon,Collision against an object in the roadway
20/04/2017,HOSPITALET DE LLOBREGAT,Barcelones,Barcelona,0,1,0,60,No,Good weather,Lateral collision/friction,Road,Light wind,Afternoon,Moving vehicles collision
25/04/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,On vacation,Urban zone,Light wind,Afternoon,Moving vehicles collision
10/07/2017,BESCANO,Girones,Girona,0,1,1,100,No,Good weather,Other roadway exits,Road,Light wind,Morning,Unspecified roadway exit
26/10/2017,BARCELONA,Barcelones,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Morning,Moving vehicles collision
16/09/2017,SABADELL,Valles Occidental,Barcelona,0,1,0,100,No,Good weather,Onslaught (front-side),Urban zone,Light wind,Afternoon,Moving vehicles collision
